,all_日均收益率R,top_日均收益率R,bottom_日均收益率R,all_日均波动率Vol,top_日均波动率Vol,bottom_日均波动率Vol,all_年化收益率ER,top_年化收益率ER,bottom_年化收益率ER,all_年化波动率VOL,top_年化波动率VOL,bottom_年化波动率VOL,all_信息比率IR,top_信息比率IR,bottom_信息比率IR,all_夏普比率SR,top_夏普比率SR,bottom_夏普比率SR,all_下行偏差DD,top_下行偏差DD,bottom_下行偏差DD,all_胜率VE,top_胜率VE,bottom_胜率VE,all_盈亏比PnL,top_盈亏比PnL,bottom_盈亏比PnL,all_最大回撤MDD,top_最大回撤MDD,bottom_最大回撤MDD,all_卡玛比率Calmar,top_卡玛比率Calmar,bottom_卡玛比率Calmar,all_索提诺比率Sortino,top_索提诺比率Sortino,bottom_索提诺比率Sortino,all_换手率Tov,top_换手率Tov,bottom_换手率Tov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day126fft_coeff_5_angle,0.000824094,0.000550585,0.000273299,0.005568603,0.002892948,0.003061074,0.207671796,0.138747365,0.068871396,0.08839883,0.045924125,0.048593051,0.147989442,0.19031963,0.089282112,2.349259559,3.02123046,1.417309583,0.009995018,0.005091906,0.005184507,0.457785897,0.463952329,0.451246405,1.334620484,1.343666261,1.331921968,0.059389278,0.027843387,0.033048723,3.496789373,4.983135381,2.083935156,20.77753166,27.24861038,13.28407912,1.238863171,0.617119262,0.626898548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day252fft_coeff_5_angle,0.000684696,0.000484061,0.000199718,0.005087325,0.002629496,0.003004991,0.172543327,0.1219833,0.050328874,0.080758776,0.041741949,0.047702755,0.134588568,0.184088807,0.06646201,2.136527277,2.922319215,1.055051707,0.008554831,0.004606072,0.004101784,0.458387485,0.46294811,0.453607513,1.30885365,1.334174841,1.287215906,0.057103043,0.02439127,0.055441934,3.021613522,5.001104887,0.907776304,20.16911078,26.48314956,12.26999615,0.720008052,0.359253451,0.36590924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day60fft_coeff_8_abs,0.000590682,0.000114489,0.000469943,0.005376666,0.003341188,0.00285751,0.148851897,0.028851218,0.118425657,0.085351934,0.053039721,0.04536157,0.109860289,0.034265941,0.164458929,1.743978026,0.543954945,2.610704559,0.009844338,0.005795313,0.004940007,0.457751198,0.453922396,0.460264939,1.292544863,1.255029833,1.371058,0.064397491,0.05087554,0.030023831,2.311454918,0.567094091,3.944388648,15.1205596,4.978371182,23.97277079,0.448899474,0.230917155,0.223136958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day126fft_coeff_8_abs,0.000618861,0.00014445,0.000451779,0.005127562,0.003141423,0.002733224,0.155953046,0.036401384,0.113848244,0.08139753,0.04986855,0.043388589,0.120693078,0.045982321,0.165291507,1.915943217,0.729946717,2.623921321,0.008753579,0.004939546,0.004935104,0.458012578,0.454489205,0.460169468,1.296052831,1.256330739,1.359852375,0.055112641,0.047870195,0.032474007,2.82971464,0.760418544,3.505826792,17.81591704,7.369378042,23.06906828,0.314961631,0.157827725,0.162288545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day252fft_coeff_8_abs,0.000831585,0.000427324,0.000408218,0.004491047,0.002845421,0.002683596,0.209559362,0.107685587,0.102870843,0.071293166,0.045169657,0.042600773,0.185164998,0.150179454,0.152115879,2.939403219,2.384024923,2.414764711,0.00740902,0.004713815,0.003958079,0.45879852,0.458557778,0.458259595,1.331185502,1.306719877,1.352151218,0.038213976,0.026751407,0.030595047,5.483840852,4.025417744,3.362336443,28.28435829,22.84467927,25.99009145,0.225796463,0.111266422,0.11968468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day60fft_coeff_10_abs,0.000586511,0.000161971,0.000411197,0.005507671,0.003564709,0.002867835,0.147800673,0.040816573,0.103621657,0.087431571,0.056587999,0.045525477,0.106489762,0.045437239,0.143382371,1.690472568,0.721293816,2.276124573,0.010306187,0.006533239,0.004428598,0.457766692,0.454655121,0.459827021,1.292398135,1.26378606,1.34908841,0.066412877,0.05034019,0.034530424,2.225482141,0.810814842,3.000879928,14.34096597,6.247525219,23.39829645,0.452313754,0.230662642,0.226805752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day126fft_coeff_10_abs,0.000668741,0.000300333,0.000353352,0.005107392,0.002876965,0.002782398,0.168522814,0.075683855,0.08904481,0.081077336,0.045670398,0.044169195,0.130935968,0.104392231,0.126995653,2.078544054,1.657175291,2.015993491,0.009698582,0.005172622,0.004564841,0.457576276,0.457089967,0.45828331,1.303853607,1.280666144,1.330000398,0.062640869,0.042880362,0.033854943,2.690301347,1.765000361,2.630186417,17.37602565,14.63162197,19.5066618,0.322003665,0.160493529,0.166664776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day252fft_coeff_10_abs,0.000821683,0.000451227,0.000372139,0.004585565,0.002711526,0.002752033,0.20706423,0.113709151,0.093778945,0.072793592,0.043044147,0.043687162,0.17918913,0.16641062,0.13522321,2.844539256,2.641686695,2.146601918,0.007446445,0.00388639,0.004179896,0.458828972,0.458860186,0.457995809,1.327332981,1.309163249,1.33712541,0.03767557,0.022778463,0.030875147,5.495981377,4.991958902,3.037360278,27.80712422,29.25829759,22.43571302,0.230334137,0.113637973,0.121850803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day60fourier_entropy_10,0.000726189,0.000345655,0.000379365,0.005417316,0.002881996,0.002676837,0.182999573,0.08710512,0.095599994,0.085997227,0.045750267,0.042493475,0.134049549,0.11993606,0.141721372,2.127970613,1.903925934,2.249757041,0.009779103,0.005647405,0.00431813,0.457781759,0.457642961,0.457904046,1.314820222,1.315802871,1.316594015,0.05809601,0.033165653,0.028799551,3.14995081,2.62636533,3.319495962,18.71332875,15.42391931,22.13921216,0.709325622,0.367649361,0.3468309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day126fourier_entropy_10,0.000735895,0.000400871,0.000335044,0.005375483,0.002726622,0.00281602,0.18544566,0.101019588,0.084431022,0.08533314,0.043283782,0.044702939,0.136898497,0.147021254,0.118977736,2.173196265,2.333890047,1.888713002,0.009829274,0.004599029,0.005360814,0.457756619,0.457509544,0.45810383,1.316848691,1.335535907,1.301981232,0.054741193,0.028955265,0.027142761,3.387680308,3.48881587,3.110627626,18.86666891,21.96541878,15.7496635,0.386767325,0.206678493,0.185243471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day252fourier_entropy_10,0.000773424,0.000400929,0.000364606,0.005016396,0.002656001,0.002594203,0.194902849,0.101034229,0.091880781,0.079632816,0.042162709,0.041181691,0.154179219,0.150952308,0.140546565,2.447519231,2.396293598,2.231107552,0.008415788,0.00457301,0.004097722,0.458294638,0.458247748,0.458526345,1.320944999,1.32738047,1.311789839,0.049377452,0.026779479,0.024411663,3.947203469,3.772822849,3.763806637,23.15919127,22.09359341,22.4224069,0.211530064,0.115593393,0.101091311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day60fourier_entropy_5,0.000722636,0.000350561,0.000369709,0.005475515,0.00288346,0.002721765,0.182104319,0.08834149,0.093166788,0.086921101,0.045773515,0.043206684,0.131975939,0.121576653,0.135834446,2.095053074,1.929969535,2.156304975,0.009829915,0.005492416,0.0044984,0.457775786,0.458045465,0.45741643,1.313894618,1.315270234,1.315288029,0.058935754,0.033082151,0.029908035,3.089878515,2.670367162,3.115109003,18.52552378,16.08426705,20.71109224,0.687285252,0.343926296,0.348513594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day126fourier_entropy_5,0.000742761,0.000391403,0.000351218,0.005382444,0.002727872,0.002818165,0.187175821,0.098633531,0.08850695,0.085443651,0.043303618,0.044736988,0.137997011,0.143482895,0.12462649,2.19063463,2.277720347,1.9783842,0.009894406,0.004706905,0.005316656,0.457757351,0.457297881,0.458353337,1.317651943,1.333110677,1.305181187,0.055553394,0.029985978,0.027715088,3.369295881,3.289321819,3.193457259,18.91733855,20.95507148,16.64710863,0.389368277,0.204415965,0.190106951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day252fourier_entropy_5,0.000756929,0.000395656,0.000356213,0.005000784,0.002662852,0.002568329,0.190746026,0.099705221,0.089765757,0.079384982,0.04227146,0.040770961,0.151362007,0.14858343,0.138694577,2.402797369,2.358688827,2.201708147,0.008423901,0.004658842,0.004018739,0.458285703,0.458643933,0.458079791,1.318411861,1.324046625,1.311510941,0.050763667,0.027027409,0.024624782,3.757530459,3.689041099,3.6453422,22.64343251,21.40128675,22.33679861,0.219407349,0.118943315,0.105618674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day60permu_entropy,0.000774309,0.000362066,0.000413327,0.005588843,0.002780546,0.002990071,0.19512578,0.09124074,0.104158367,0.088720128,0.044139801,0.047465899,0.138545436,0.130214145,0.138233142,2.199340615,2.067085472,2.194383098,0.009996847,0.005162799,0.00511541,0.457747042,0.458483969,0.456465325,1.324554091,1.313342853,1.343037586,0.057408173,0.030513306,0.031280671,3.398919876,2.990195187,3.329799653,19.51873268,17.67272859,20.36168391,0.476898594,0.194579632,0.287473601Day60approx_entropy,0.0007761211451414159,0.0003904483039646202,0.0003833335913933401,0.005632545809281309,0.0029705581132689744,0.0029331273499824937,0.1955825285756368,0.09839297259908429,0.0966000650311217,0.08941389275722433,0.04715614813664967,0.04656195319041355,0.13779224731071402,0.13143937572557643,0.130691083493401,2.1873841138611474,2.086535403908731,2.0746566329827054,0.010116356019451654,0.005231319425710245,0.004914453586263187,0.45780045761137683,0.46056346025951,0.4545461291526502,1.323477695266714,1.3124050696250131,1.3407446459534147,0.059827706116084955,0.033404805617853285,0.028530513460296905,3.2690962310362344,2.9454735861865906,3.38585091241174,19.333298294323782,18.80844287877254,19.656318517512684,0.5101648733473053,0.2589549014018835,0.25636461112067965
Day60sample_entropy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,0.005154639175257732,0.005154639175257732,0.005154639175257732
Day60fuzzy_entropy,0.0003855034227547765,-1.2550886667821898e-05,0.00039465696324670826,0.0048702903414515894,0.003912479578955139,0.003179482631625473,0.09714686253420367,-0.003162823440291118,0.09945355473817048,0.07731346233696454,0.06210868785320398,0.05047272204678114,0.07915409466941087,-0.0032079110994807335,0.12412615792304063,1.2565322984863472,-0.05092400998337882,1.970441670373771,0.009223417795185472,0.007155840547065518,0.005464031703720797,0.45765919648794995,0.4530041948456914,0.46175078614543974,1.2688739608818416,1.22918077470904,1.3753266844674743,0.06856219912074026,0.09223583670273271,0.04219911053041966,1.4169157900423366,-0.03429061364168676,2.3567689813385613,10.532631687237817,-0.4419918833418019,18.201496647694487,0.20486007707190856,0.11475369758271747,0.09526101866444882
Day60permu_entropy,0.0007743086508042581,0.0003620664302327014,0.00041332685328109356,0.0055888427117612525,0.002780546074641164,0.002990070599134301,0.19512578000267303,0.09124074041864075,0.10415836702683558,0.0887201275918567,0.044139800534744165,0.04746589924701158,0.13854543610160833,0.13021414517629487,0.13823314185315955,2.1993406152470745,2.0670854719160228,2.1943830977434464,0.009996846783186178,0.005162798714348598,0.005115410272850922,0.45774704229134183,0.4584839687981074,0.45646532530185724,1.3245540910248752,1.3133428530670472,1.3430375861815196,0.0574081729188361,0.030513305897034243,0.03128067087895564,3.3989198764179904,2.990195186536931,3.3297996526317815,19.518732679874372,17.672728585188082,20.361683906301028,0.47689859373919014,0.19457963189788532,0.28747360101656266
Day126approx_entropy,0.0007521646090326909,0.00038815866944854206,0.00038666948806215045,0.0055386654343231746,0.003003974360378943,0.002928088751110544,0.1895454814762381,0.0978159847010326,0.09744071099166192,0.08792358800645202,0.04768661461426202,0.046481967912985214,0.1358024993478606,0.12921504077004736,0.13205524863803983,2.155797844172702,2.051225181159704,2.096312083302326,0.01020285309242492,0.005393651232904842,0.0051692131881139495,0.45709472425544917,0.46178290405693306,0.45350902123913256,1.3267180025845113,1.2981320841411277,1.3572952660954383,0.05463221868484869,0.034285233897347,0.03093576955525111,3.4694816728870155,2.853006194850595,3.1497749172728144,18.577693882210813,18.13539297911781,18.850201654618612,0.3413908352264875,0.1721817410785567,0.1743637333231886
Day126sample_entropy,0.0006802158190262241,0.0003269643325610113,0.0003677511252186625,0.005097327528901082,0.002860419368470031,0.0026573459877774347,0.17141438639460846,0.08239501180537484,0.09267328355510296,0.08091756595509401,0.0454077497659448,0.04218405978668627,0.13344557813275731,0.11430643218441658,0.13839038157249678,2.1183828798030895,1.8145583568902153,2.196879200904974,0.008986959479615165,0.004879462588369928,0.004107282356758663,0.45753274184030696,0.4642629970229618,0.45186759097165075,1.3068240444911774,1.2736130474630198,1.3443654735599109,0.04675422690103609,0.0389521503097942,0.025097859886391547,3.6662864035253646,2.1152878891170555,3.6924775249602804,19.073679678140564,16.88608331617527,22.563163548424214,0.34683388494119316,0.20132529865232007,0.1506632254641305
Day126fuzzy_entropy,0.00040830994383844033,2.9641144904558285e-05,0.0004208663753415091,0.003910385518696261,0.003660596827262863,0.0031181642949042487,0.10289410584728696,0.007469568515948688,0.10605832658606029,0.06207544567715173,0.058110173130057605,0.04949932362814627,0.10441680030939061,0.008097353055600458,0.1349724823766648,1.6575653178944387,0.1285414947780467,2.1426217332342192,0.007196559499645376,0.006578602685726956,0.005296323673148799,0.45675411136044924,0.45512310628408553,0.46014190988963205,1.2928386759211314,1.2223003909057328,1.3892140902009862,0.0534196300593036,0.07140300931174626,0.042655345492553454,1.926147854881426,0.10461139646560941,2.4864017712522197,14.297680141789595,1.13543390181547,20.024895216233247,0.11999941907434106,0.06863573327817582,0.05651832497142295
Day126permu_entropy,0.0007950291501699234,0.0003839211063058552,0.0004107530912044655,0.005514040334621962,0.0026721758919257066,0.003116431324352166,0.2003473458428207,0.09674811878907551,0.10350977898352531,0.08753267666753453,0.042419477216745785,0.04947181357348501,0.1441826867275591,0.14367359104837293,0.1318023881979339,2.2888291946535277,2.280747551289543,2.0922980482567666,0.010469055055373811,0.004477415043145395,0.005923362107834957,0.4578246906737824,0.4578869657089205,0.45781355649548083,1.3315280454540468,1.3181755547692149,1.3471158122658002,0.056264703996486226,0.025334847842797256,0.03190580495739462,3.560799784094351,3.818776390108898,3.2442302935703076,19.137099268570715,21.608030047871043,17.474835591531832,0.32945235550503166,0.13362804985521712,0.2009789448250722
Day252approx_entropy,0.0007963478090007965,0.0004685529969092124,0.00041703884563378733,0.004783232680414635,0.0025550036442099694,0.003081742169792496,0.2006796478682007,0.11807535522112153,0.10509378909971441,0.0759314648120041,0.04055942544866,0.0489211403165492,0.16648736580629084,0.18338642998456203,0.13532567705424492,2.6429049981461046,2.911169325378659,2.1482285249218314,0.008195520030122763,0.0043869391152649125,0.004918126982921786,0.4577729363765444,0.4608531198654289,0.4559097671276403,1.3351625866550683,1.3136111492490408,1.3604249986160448,0.045761494400608976,0.020079770786000373,0.03537691225011244,4.385338601737843,5.8803138979775476,2.970688576682675,24.486505692207388,26.915202631890494,21.36866117216025,0.25754828287022197,0.12954526305390487,0.13315765899157483
Day252sample_entropy,0.0006455293435887445,0.0003094328297439356,0.00048426778209551,0.003907974390422567,0.002722871940175822,0.002635179657946672,0.1626733945843636,0.07797707309547178,0.12203548108806853,0.06203717020240412,0.043224252033487,0.04183218020941888,0.1651825931026492,0.11364207959187196,0.18377030979088946,2.6221923735982977,1.804012086433811,2.9172632283839506,0.0067545542673111605,0.004274248153267391,0.004575822649769739,0.45610689283141226,0.46350184101364394,0.4529749510035121,1.3361446454966062,1.2716844792564963,1.3722160612882783,0.03808289929280015,0.03162214070592575,0.02335020386880904,4.271560138676684,2.465901148838398,5.226313302175587,24.083512863554255,18.24345950430212,26.66962651933407,0.17853041112530696,0.10195983864972487,0.08172521165083987
Day252fuzzy_entropy,0.0003829805796702456,0.00028147080236523017,0.00043177055566780576,0.0027614728655773967,0.0031767146712130085,0.00313944762242782,0.09651110607690189,0.07093064219603801,0.10880618002828706,0.04383702272742414,0.050428782037439626,0.0498371859783421,0.13868706965917196,0.08860437007953009,0.13753074030708176,2.2015889782707627,1.4065507698238136,2.1832328188748718,0.0047074505782620756,0.005725256835997742,0.004967928438885069,0.45590860920361825,0.45635445300301014,0.46038993555519186,1.3299299323920248,1.2742666300199954,1.3883283556825543,0.040824481284430274,0.041082076743420605,0.036570572640849924,2.3640497819064636,1.7265593129343861,2.9752386186796755,20.501777867316967,12.389076023639541,21.901720479030484,0.07434178241398776,0.04407295979698951,0.03542346179225599
Day252permu_entropy,0.0009015020973954015,0.00038180518499912673,0.0005435112659273519,0.00466247142334597,0.0026254052253378763,0.002723595596610644,0.22717852854364118,0.09621490661977994,0.13696483901369266,0.07401443928671272,0.04167701590208108,0.04323573972325414,0.19335284134534142,0.145427144470618,0.19955652248950614,3.069381200925005,2.308584348885103,3.167861586048608,0.00751883537741559,0.0046646181421919316,0.003794925267954864,0.45850049756574474,0.4584780163483496,0.4580882518229735,1.3459313076704678,1.3183858448147654,1.3667580270361015,0.0497712815134678,0.024330731343253767,0.03041925631780018,4.564450053032452,3.9544601131136012,4.502570266109566,30.214590044891775,20.62653441007456,36.091577394224906,0.22959370829291276,0.09420446480707911,0.14054388266109144
